conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b394ba8-5d40-40d9-b771-5df6ea9ac436,skill/competence,sector-specific,виконувати технічні завдання з великою обережністю,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Уникати можливих ризиків і небажаних результатів шляхом ретельного спостереження за всіма частинами машини, пристрою чи транспортного засобу та ретельно виконувати процеси виробництва, технічного обслуговування чи ремонту.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b3a9b2e-3447-4874-accb-534c333eae4a,skill/competence,occupation-specific,обслуговувати спринклерні системи,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Виконувати ремонт і заміну компонентів спринклерної системи: насосів, головного живильника та розподільних трубопроводів, розбризкувачів, клапанів, трубопроводів з ПВХ, елементів керування та датчиків рівня води з електронним управлінням. Виконувати заміну струмопроводу низької напруги. Контролювати технічне обслуговування спринклерної системи.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b3df9ff-3277-4f23-8bd5-374d74f608c5,skill/competence,occupation-specific,виконувати речитатив аукціоніста,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Оголошувати ставки та розвивати індивідуальний стиль за допомогою слів-заповнювачів та змінної швидкості мови
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b42856c-30d8-4735-9e1a-9f19a8d7a0e7,knowledge,occupation-specific,типи картриджів,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Область інформації, яка розрізняє різні типи набоїв за розміром, формою, типом займання і метальним зарядом. Прикладом може слугувати зміна діаметра кулі, або калібру.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b46f572-7ced-4efd-b270-a81a164d521c,skill/competence,transversal,модерувати дискусію,,,released,2024-02-08T17:16:38.346Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Застосовувати техніки та методи модерації для проведення дискусій між двома або більше особами, зокрема на таких заходах як семінари, конференції або онлайн-заходи. Забезпечувати коректність та ввічливість під час дебатів.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b4e87d9-2da6-41ff-8aa0-47d4de94f83c,skill/competence,sector-specific,розробляти зовнішній вигляд постановки,,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Розробити загальний вигляд або стиль театру, опери, телебачення чи знімального майданчика.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b4ea415-3a3a-4d90-91d2-2d18ad196f4b,skill/competence,sector-specific,програмувати звукові підказки,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Програмувати звукові підказки та репетувати звукові сцени до або під час репетицій.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b58e283-a359-4b55-b10d-b0047b2fb7db,skill/competence,cross-sector,виконувати дренажні роботи,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Копати дренажні канави і прокладати труби або водостоки, щоб забезпечити відведення надлишків вологи і уникнути просідання ґрунту або інших ушкоджень.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b620e5e-421c-432c-864f-eabe8bb0688c,skill/competence,sector-specific,обслуговувати систему очищення повітря,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Керувати машиною, яка пропускає боби та зерна через систему очищення повітрям для видалення сторонніх речовин.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b671d86-f1fa-4468-947c-374dc6cdf6b8,knowledge,sector-specific,вагітність,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Процес, пов’язаний із зачаттям і розвитком плоду в утробі матері, ознаки вагітності, ризики та ускладнення, хвороби і терміни пологів.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b69bfea-5138-409d-b614-9c20d10679c0,knowledge,cross-sector,метод «рівний — рівному»,,,released,2024-09-13T10:58:05.696Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Методи, актуальні для навчання в групі однолітків, де кожного члена групи заохочують демонструвати певний тип поведінки або висловлювати свої думки чи ділитися інформацією.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b6a0a1b-a8a9-40d7-aa7d-0aad8519e019,skill/competence,sector-specific,планувати щоденну роботу судна,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Планувати повсякденну діяльність на борту суден, включаючи завдання, пов’язані з безпекою судноплавства, вантажем, баластом, очищенням цистерн і перевіркою цистерн.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b6abc4b-0cfe-4178-845d-479da3d2d699,knowledge,sector-specific,пестициди,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Види хімічних характеристик пестицидів та їхній негативний вплив на людину та довкілля.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b6fb4d6-582e-4187-9f17-f6e582f8714f,knowledge,cross-sector,методи опитування,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Методи визначення цільової авдиторії, вибору правильного методу опитування та аналізу даних.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b71cb01-0f37-47e0-a617-abcf08c8aa64,skill/competence,cross-sector,тлумачити закони,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Тлумачити закон під час розслідування справи, щоб знати правильні процедури розгляду справи, конкретний статус справи та залучені сторони, можливі результати та спосіб, як представити найкращі аргументи для найбільш сприятливого результату.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b743a6e-ff6a-47bf-bec0-30936f5d948d,skill/competence,occupation-specific,інформувати туристичні групи про час виконання логістичних операцій,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Ознайомлювати групи туристів з часом відправлення та прибуття в рамках їхнього маршруту.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b776f2d-cac1-437e-badd-9871876209a5,skill/competence,sector-specific,розробляти геологічні бази даних,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Створювати бази геологічних даних для отримання й організації інформації.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b81c1e8-fe0d-4881-b23a-5888cad17395,knowledge,occupation-specific,машини трафаретного друку,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Різні типи трафаретних друкарських машин, як-от циліндрична друкарська машина, плоскодрукарська машина і, що найважливіше, ротаційна машина.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b84fed1-cd6c-47e1-b017-428db0e5cfb3,skill/competence,sector-specific,керувати закладом культури,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Керувати щоденними операціями культурного закладу. Організовувати всі види діяльності та координувати роботу різних відділів, що функціонують у закладі культури. Розробляти план дій та організовувати необхідне фінансування.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b871642-a03d-452d-885c-bbf7b2be671c,skill/competence,occupation-specific,інтерпретувати запити на проведення візуалізаційних обстежень,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Отримувати та інтерпретувати запити від лікарів на проведення візуалізаційних обстежень пацієнтів.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b87a3f3-04e7-4a49-9aca-7e93453a851b,skill/competence,occupation-specific,лагодити глиняні вироби,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Лагодити пошкоджені вироби за допомогою ручних інструментів і глини.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b8a3dd2-de10-48a0-8ce5-522f1fff8450,skill/competence,cross-sector,проводити аудит дотримання контрактів,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Здійснювати ретельний аудит дотримання контрактів, гарантуючи, що товари або послуги надаються правильно і вчасно, перевіряючи наявність канцелярських помилок або пропущених кредитів і знижок, а також розпочинати процедури повернення грошових коштів.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b8cac19-0767-43a2-b36c-8091a2cee923,skill/competence,sector-specific,розмовляти діалектом,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Спілкуватися зі споживачами на діалекті.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b8d63ff-a58b-4331-a53b-b1925acae4dc,skill/competence,sector-specific,консультувати з питань іригаційних проєктів,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Консультувати з питань будівництва іригаційних проєктів. Переглядати замовлення підрядника, щоб переконатися в сумісності проєкту з концепціями встановлення та наявним генеральним планом території. Контролювати роботу підрядника.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b90d349-8081-477d-af03-e7da7656a683,skill/competence,sector-specific,переносити глазур,,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Переносити оброблену глазур з млина до посудин для зберігання.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b91920a-aa2b-40ad-8a92-7950af08c302,skill/competence,occupation-specific,контролювати прибуття поїздів,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Здійснювати моніторинг та контроль прибуття поїздів на залізничні станції. Перевіряти поїзди, що прибувають, відповідно до станції відправлення.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b91b6d4-345e-4195-a078-218514871e7b,skill/competence,sector-specific,забезпечити ефективне використання складських приміщень,,,released,2016-12-20T20:55:05Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Забезпечувати ефективне використання складських площ з максимальною продуктивністю при дотриманні екологічних та бюджетних цілей.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b9694a6-58b0-4179-a1bd-4bcda0352ca1,skill/competence,transversal,писати македонською мовою,,,released,2025-01-27T15:55:19.835Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups","Складати тексти в письмовій формі македонською мовою.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b98cca5-778a-4041-a0c9-130f92b680fc,skill/competence,sector-specific,поводитися з вибуховими речовинами,,,released,2021-12-10T13:58:25.742Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Поводитися з вибуховими речовинами відповідно до законодавства про вибухові речовини, зокрема відстежувати та перевіряти склади вибухових речовин.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b9a2f49-0510-46d9-a2f6-5c74129088bb,skill/competence,cross-sector,контролювати операції попереднього складання,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Організовувати та контролювати заходи, що передують збірці промислових виробів, які здебільшого відбуваються на заводах, включно з їхнім монтажем у місцях збірки, зокрема на будівельних майданчиках.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b9cde20-f1b9-4adc-bfb3-dbf70b14138d,skill/competence,sector-specific,використовувати об’єктно-орієнтоване програмування,,,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Використовувати спеціалізовані інструменти ІКТ для парадигми програмування, заснованої на концепції об’єктів, які можуть містити дані у формі полів і код у формі методології. Використовувати мови програмування, які підтримують цю методику, наприклад JAVA й C++.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5ba1d5b9-3f8d-46ca-bf9f-2e9ca65d1350,skill/competence,cross-sector,застосовувати HACCP,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Застосовувати правила щодо виробництва харчових продуктів і дотримання безпечності харчових продуктів. Використовувати процедури безпечності харчових продуктів на основі системи аналізу небезпечних факторів і контролю у критичних точках (Hazard Analysis Critical Control Points, HACCP).
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bac4bcc-1846-4688-ba02-ad2b51544282,skill/competence,cross-sector,розробляти інклюзивний комунікаційний матеріал,,,released,2022-07-05T14:37:18.921Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Розробляти інклюзивний комунікаційний матеріал. Надавати відповідну доступну цифрову, друковану інформацію для вивісок, а також застосувати відповідну мову для підтримки репрезентації та залучення людей з інвалідністю. Робити вебсайти та онлайн-об’єкти доступними, наприклад, забезпечивши сумісність із програмами зчитування з екрана.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5badb272-c27b-4c92-bd68-713cef631149,skill/competence,occupation-specific,готувати їжу для польотів,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Готувати страви та напої відповідно до меню авіакомпанії.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bb28770-52a9-4a1a-8299-30a969495c47,skill/competence,sector-specific,слідкувати за добробутом тварин під час транспортування,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Під час транспортування слідкувати за здоров’ям та благополуччям тварин, зокрема часто перевіряти їх на наявність ознак стресу та симптомів поганого самопочуття.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bb81494-2560-4018-9e4a-5544133e6af7,skill/competence,sector-specific,використовувати такелажне обладнання,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Налаштовувати рухоме та такелажне обладнання, необхідне для підіймання та переміщення об’єктів, зокрема кран або систему блокування та спорядження.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bbaa0e6-0fd7-4df2-9db7-34f78b40dc34,knowledge,cross-sector,управління маркетингом,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Навчальна дисципліна і функція в організації, яка фокусується на дослідженні ринку, розвитку ринку і створенні маркетингових кампаній для підвищення обізнаності про послуги та продукти компанії.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bbe85bd-6210-49bd-8c7a-6bf6329df211,skill/competence,occupation-specific,обробляти нігті пацієнтів,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Використовувати свердло для нігтів, щоб зменшити потовщення нігтів на ногах і видалити сміття з їхніх борозн, вставивши підставки для нігтів.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bc9fb93-6591-4e48-ad51-20a2055ce620,skill/competence,sector-specific,завантажувати зібрані фрукти та овочі,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Завантажувати зібрані фрукти та овочі в контейнер відповідного розміру, намагаючись не допустити їх пошкодження.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bcd5d36-cfe7-4494-9b58-713884fa1042,knowledge,cross-sector,рецензії на книги,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Форма літературної критики, в якій книга аналізується на основі змісту, стилю та позитивних якостей, щоб допомогти покупцям у виборі книг.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bd0ae67-9614-4498-9e08-e3f7914279dd,skill/competence,cross-sector,викладати філософію,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Навчати студентів теорії та практики філософії, а точніше таких тем, як мораль, історія філософської думки та філософські ідеології.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bda2af8-298a-476b-adcb-2bb95226de10,skill/competence,occupation-specific,розшифровувати медичні дані,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Прослуховувати записи медичного працівника, записувати інформацію та форматувати її у файли.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bdb8e03-04ab-4869-a48f-3b013b5a2c3c,skill/competence,sector-specific,організовувати композиції,,,released,2016-12-20T17:56:01Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Аранжувати та адаптувати наявні музичні композиції, додавати варіації до існуючих мелодій чи композицій вручну або за допомогою комп’ютерних програм. Перерозподіляти інструментальні партії.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5be12b90-774f-4105-a44f-f3937c1c53f1,knowledge,sector-specific,товари в морських перевезеннях,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Володіння інформацією про найважливіші товари у морських перевезеннях, тобто нафту, зерно, руду, вугілля і добрива, а також про їхні характеристики та підвиди.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5be3d306-6cf1-4b49-aa1d-01651dd4ba4c,knowledge,sector-specific,об’єктно-орієнтоване моделювання,,,released,2024-02-29T16:42:55.336Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Об’єктно-орієнтована парадигма, що ґрунтується на класах, об’єктах, методах та інтерфейсах та їхньому застосуванні в розробленні й аналізі програмного забезпечення, організації та методах програмування.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5be704bc-e270-448c-93b4-fad465cf05b7,skill/competence,sector-specific,перекладати теги,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Тлумачити та перекладати теги з однієї мови на іншу, прагнучи до точності у мові перекладу.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5be72e00-e506-45ca-a251-b59500d7fca7,skill/competence,occupation-specific,захищати зони дикої природи,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Захищати зони дикої природи, контролюючи їх використання та дотримуючись законодавства.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5be84a2d-ef63-44d5-920a-4d27d31b17ad,skill/competence,occupation-specific,"утилізувати сажу, що утворюється в процесі підмітання",,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Утилізувати та транспортувати належним чином і відповідно до місцевих та національних норм сажу, що утворюється в процесі підмітання.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bedbef2-d955-46e0-84cc-2d971d70f6f6,skill/competence,sector-specific,постачати такелажне обладнання,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Надавати обладнання на монтажні майданчики за запитом і допомагати працівникам, які не справляються з роботою.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bee9f92-221e-44e8-81b8-20edcd741077,skill/competence,sector-specific,обслуговувати системи безпеки на об’єкті,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Забезпечувати встановлення належних і справних систем безпеки, зокрема систем сигналізації, пожежної сигналізації, спринклерів та аварійних виходів.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5beedc50-d136-4240-9bad-db55dc0ab571,skill/competence,sector-specific,здійснювати перевірку на машині для виготовлення сигарет,,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Перевіряти зразок з машини для виготовлення сигарет на вагу кожної сигарети.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bf756dd-a54a-47cd-80fe-3418fedd1c51,skill/competence,cross-sector,розраховувати орієнтацію сонячних панелей,,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Розраховувати оптимальне розміщення сонячних панелей. Враховувати довготу місцевості, сезонні значення інсоляції, напрямок на південь, а також розміщення будь-яких конструкцій, що відкидають тінь, щоб знайти найкраще місце розташування та визначити оптимальний нахил панелей.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bf7f85a-b080-4b27-8ddc-9f62af4643f5,skill/competence,cross-sector,використовувати електроінструменти,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Експлуатувати насоси з електроприводом. Користуватися ручними інструментами або електроінструментами. Використовувати інструменти для ремонту транспортних засобів або захисне спорядження.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bf97b49-74b4-4d4d-9d07-5b51ab1cd704,skill/competence,occupation-specific,розробляти програми з охорони дикої природи,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Інформувати громадськість і відповідати на запити про допомогу та інформацію про дику природу в регіоні.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,knowledge,transversal,азербайджанська мова,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups","Азербайджанська мова.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bfdfb74-91dd-408b-a013-670d6961efc1,skill/competence,sector-specific,заповнювати плиткові шви,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Використовувати рідкий цементний розчин, силіконову пасту, мастику або інший відповідний матеріал для заповнення швів між плитками. Розподіляти суміш на плитці за допомогою м’якого шпателя або гладила. Упевнятися, що суміш заповнила шви, перш ніж видаляти надлишковий матеріал. Робити діагональні рухи, щоб не зачерпнути матеріал із швів. Змивати матеріал з лицьової сторони плитки та виконувати фінішну обробку поліруванням.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5c003e77-867f-4213-b7e9-0a4671362646,knowledge,cross-sector,державна політика,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Політична діяльність, плани та наміри уряду в межах законодавчої сесії щодо конкретних питань.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5c04b66a-44d3-4d09-b26d-9088dea49855,skill/competence,sector-specific,тестувати хімічні речовини у ваннах для проявлення плівки,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Використовувати спеціальне обладнання для тестування хімічних речовин у ваннах машини для проявлення плівки, щоб переконатися, що вони працюють належним чином.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5c095b0c-c9b8-49fc-ad30-460905783d77,knowledge,sector-specific,характеристики відходів,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Знання різних типів, хімічних формул та інших характеристик твердих, рідких і небезпечних відходів.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5c0e81b5-9d3d-4933-82f1-9af41ca43407,skill/competence,cross-sector,вимірювати pH,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Вимірювати кислотність та лужність напоїв.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5c1145a9-8c57-4369-bd89-e20ca0f64b6f,skill/competence,sector-specific,розводити равликів,,,released,2023-08-07T14:38:17.342Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Готувати відповідне середовище для розведення равликів. Вибирати та готувати відповідні місця проживання для конкретних різновидів равликів. Стежити за ростом і здоров’ям равликів та забезпечувати правильне годування. Визначати, коли равлики готові для споживання, наукових або інших цілей.
	"
